key,truth,prediction
2643,"{'heading': '115', 'target': 'silver and white drone', 'tool': 'electromagnetic pulse'}","{'heading': '115', 'tool': 'electromagnetic pulse', 'target': 'silver and white drone'}"
2644,"{'heading': '115', 'target': 'red and white helicopter', 'tool': 'machine gun'}","{'heading': '115', 'tool': 'machine gun', 'target': 'red and white helicopter'}"
2645,"{'heading': '040', 'target': 'grey and white camouflage cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '040', 'tool': 'anti - air artillery', 'target': 'grey and white camouflage cargo aircraft'}"
2646,"{'heading': '300', 'target': 'red and yellow fighter plane', 'tool': 'EMP'}","{'heading': '300', 'tool': 'emp', 'target': 'red and yellow fighter plane'}"
2647,"{'heading': '230', 'target': 'grey and yellow missile', 'tool': 'electromagnetic pulse'}","{'heading': '230', 'tool': 'electromagnetic pulse', 'target': 'grey and yellow missile'}"
2648,"{'heading': '035', 'target': 'black and green drone', 'tool': 'surface-to-air missiles'}","{'heading': '035', 'tool': 'surface - to - air missiles', 'target': 'black and green drone'}"
2649,"{'heading': '160', 'target': 'yellow drone', 'tool': 'surface-to-air missiles'}","{'heading': '160', 'tool': 'surface - to - air missiles', 'target': 'yellow drone'}"
2650,"{'heading': '170', 'target': 'green, red, and yellow missile', 'tool': 'electromagnetic pulse'}","{'heading': '170', 'tool': 'electromagnetic pulse', 'target': 'green, red, and yellow missile'}"
2651,"{'heading': '205', 'target': 'silver, green, and grey fighter jet', 'tool': 'interceptor jets'}","{'heading': '205', 'tool': 'interceptor jets', 'target': 'silver, green, and grey fighter jet'}"
2652,"{'heading': '350', 'target': 'white fighter plane', 'tool': 'anti-air artillery'}","{'heading': '350', 'tool': 'anti - air artillery', 'target': 'white fighter plane'}"
2653,"{'heading': '180', 'target': 'green and red helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '180', 'tool': 'electromagnetic pulse', 'target': 'green and red helicopter'}"
2654,"{'heading': '045', 'target': 'blue and silver commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '045', 'tool': 'electromagnetic pulse', 'target': 'blue and silver commercial aircraft'}"
2655,"{'heading': '215', 'target': 'blue helicopter', 'tool': 'anti-air artillery'}","{'heading': '215', 'tool': 'anti - air artillery', 'target': 'blue helicopter'}"
2656,"{'heading': '195', 'target': 'purple, red, and brown missile', 'tool': 'machine gun'}","{'heading': '195', 'tool': 'machine gun', 'target': 'purple, red, and brown missile'}"
2657,"{'heading': '140', 'target': 'green helicopter', 'tool': 'machine gun'}","{'heading': '140', 'tool': 'machine gun', 'target': 'green helicopter'}"
2658,"{'heading': '070', 'target': 'red helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '070', 'tool': 'electromagnetic pulse', 'target': 'red helicopter'}"
2659,"{'heading': '005', 'target': 'black, red, and yellow cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '005', 'tool': 'electromagnetic pulse', 'target': 'black, red, and yellow cargo aircraft'}"
2660,"{'heading': '300', 'target': 'yellow and black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '300', 'tool': 'anti - air artillery', 'target': 'yellow and black commercial aircraft'}"
2661,"{'heading': '310', 'target': 'blue fighter plane', 'tool': 'interceptor jets'}","{'heading': '310', 'tool': 'interceptor jets', 'target': 'blue fighter plane'}"
2662,"{'heading': '100', 'target': 'blue, brown, and silver commercial aircraft', 'tool': 'EMP'}","{'heading': '100', 'tool': 'emp', 'target': 'blue, brown, and silver commercial aircraft'}"
2663,"{'heading': '170', 'target': 'brown, silver, and black drone', 'tool': 'EMP'}","{'heading': '170', 'tool': 'emp', 'target': 'brown, silver, and black drone'}"
2664,"{'heading': '250', 'target': 'white, orange, and brown light aircraft', 'tool': 'anti-air artillery'}","{'heading': '250', 'tool': 'anti - air artillery', 'target': 'white, orange, and brown light aircraft'}"
2665,"{'heading': '315', 'target': 'purple, orange, and silver cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '315', 'tool': 'electromagnetic pulse', 'target': 'purple, orange, and silver cargo aircraft'}"
2666,"{'heading': '340', 'target': 'orange helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '340', 'tool': 'surface - to - air missiles', 'target': 'orange helicopter'}"
2667,"{'heading': '165', 'target': 'blue and red fighter jet', 'tool': 'interceptor jets'}","{'heading': '165', 'tool': 'interceptor jets', 'target': 'blue and red fighter jet'}"
2668,"{'heading': '030', 'target': 'black and grey cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'black and grey cargo aircraft'}"
2669,"{'heading': '155', 'target': 'white, yellow, and blue light aircraft', 'tool': 'EMP'}","{'heading': '155', 'tool': 'emp', 'target': 'white, yellow, and blue light aircraft'}"
2670,"{'heading': '140', 'target': 'blue fighter jet', 'tool': 'anti-air artillery'}","{'heading': '140', 'tool': 'anti - air artillery', 'target': 'blue fighter jet'}"
2671,"{'heading': '215', 'target': 'blue light aircraft', 'tool': 'EMP'}","{'heading': '215', 'tool': 'emp', 'target': 'blue light aircraft'}"
2672,"{'heading': '305', 'target': 'yellow, red, and grey commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'electromagnetic pulse', 'target': 'yellow, red, and grey commercial aircraft'}"
2673,"{'heading': '245', 'target': 'orange and grey drone', 'tool': 'anti-air artillery'}","{'heading': '245', 'tool': 'anti - air artillery', 'target': 'orange and grey drone'}"
2674,"{'heading': '320', 'target': 'silver cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '320', 'tool': 'anti - air artillery', 'target': 'silver cargo aircraft'}"
2675,"{'heading': '020', 'target': 'yellow, silver, and white fighter plane', 'tool': 'EMP'}","{'heading': '020', 'tool': 'emp', 'target': 'yellow, silver, and white fighter plane'}"
2676,"{'heading': '085', 'target': 'silver, red, and white drone', 'tool': 'machine gun'}","{'heading': '085', 'tool': 'machine gun', 'target': 'silver, red, and white drone'}"
2677,"{'heading': '180', 'target': 'white, grey, and purple fighter jet', 'tool': 'anti-air artillery'}","{'heading': '180', 'tool': 'anti - air artillery', 'target': 'white, grey, and purple fighter jet'}"
2678,"{'heading': '135', 'target': 'orange, blue, and black drone', 'tool': 'electromagnetic pulse'}","{'heading': '135', 'tool': 'electromagnetic pulse', 'target': 'orange, blue, and black drone'}"
2679,"{'heading': '010', 'target': 'yellow, blue, and purple missile', 'tool': 'machine gun'}","{'heading': '010', 'tool': 'machine gun', 'target': 'yellow, blue, and purple missile'}"
2680,"{'heading': '300', 'target': 'red, yellow, and silver cargo aircraft', 'tool': 'EMP'}","{'heading': '300', 'tool': 'emp', 'target': 'red, yellow, and silver cargo aircraft'}"
2681,"{'heading': '165', 'target': 'silver and white fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '165', 'tool': 'electromagnetic pulse', 'target': 'silver and white fighter plane'}"
2682,"{'heading': '015', 'target': 'black, brown, and blue missile', 'tool': 'machine gun'}","{'heading': '015', 'tool': 'machine gun', 'target': 'black, brown, and blue missile'}"
2683,"{'heading': '355', 'target': 'black and green light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '355', 'tool': 'surface - to - air missiles', 'target': 'black and green light aircraft'}"
2684,"{'heading': '290', 'target': 'red commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '290', 'tool': 'surface - to - air missiles', 'target': 'red commercial aircraft'}"
2685,"{'heading': '290', 'target': 'silver cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '290', 'tool': 'anti - air artillery', 'target': 'silver cargo aircraft'}"
2686,"{'heading': '270', 'target': 'green drone', 'tool': 'electromagnetic pulse'}","{'heading': '270', 'tool': 'electromagnetic pulse', 'target': 'green drone'}"
2687,"{'heading': '255', 'target': 'white, orange, and purple commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '255', 'tool': 'surface - to - air missiles', 'target': 'white, orange, and purple commercial aircraft'}"
2688,"{'heading': '170', 'target': 'purple missile', 'tool': 'anti-air artillery'}","{'heading': '170', 'tool': 'anti - air artillery', 'target': 'purple missile'}"
2689,"{'heading': '235', 'target': 'white, brown, and black missile', 'tool': 'surface-to-air missiles'}","{'heading': '235', 'tool': 'surface - to - air missiles', 'target': 'white, brown, and black missile'}"
2690,"{'heading': '150', 'target': 'green and brown light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '150', 'tool': 'surface - to - air missiles', 'target': 'green and brown light aircraft'}"
2691,"{'heading': '205', 'target': 'silver, brown, and white cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '205', 'tool': 'electromagnetic pulse', 'target': 'silver, brown, and white cargo aircraft'}"
2692,"{'heading': '075', 'target': 'silver drone', 'tool': 'drone catcher'}","{'heading': '075', 'tool': 'drone catcher', 'target': 'silver drone'}"
2693,"{'heading': '195', 'target': 'white and orange helicopter', 'tool': 'machine gun'}","{'heading': '195', 'tool': 'machine gun', 'target': 'white and orange helicopter'}"
2694,"{'heading': '060', 'target': 'yellow, silver, and white cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '060', 'tool': 'surface - to - air missiles', 'target': 'yellow, silver, and white cargo aircraft'}"
2695,"{'heading': '155', 'target': 'red and yellow drone', 'tool': 'machine gun'}","{'heading': '155', 'tool': 'machine gun', 'target': 'red and yellow drone'}"
2696,"{'heading': '095', 'target': 'grey light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '095', 'tool': 'electromagnetic pulse', 'target': 'grey light aircraft'}"
2697,"{'heading': '245', 'target': 'brown helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '245', 'tool': 'electromagnetic pulse', 'target': 'brown helicopter'}"
2698,"{'heading': '255', 'target': 'grey, brown, and purple helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '255', 'tool': 'surface - to - air missiles', 'target': 'grey, brown, and purple helicopter'}"
2699,"{'heading': '355', 'target': 'yellow, grey, and brown commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '355', 'tool': 'surface - to - air missiles', 'target': 'yellow, grey, and brown commercial aircraft'}"
2700,"{'heading': '285', 'target': 'green, yellow, and grey helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '285', 'tool': 'electromagnetic pulse', 'target': 'green, yellow, and grey helicopter'}"
2701,"{'heading': '360', 'target': 'blue, brown, and black fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '360', 'tool': 'surface - to - air missiles', 'target': 'blue, brown, and black fighter plane'}"
2702,"{'heading': '060', 'target': 'brown, orange, and red helicopter', 'tool': 'machine gun'}","{'heading': '060', 'tool': 'machine gun', 'target': 'brown, orange, and red helicopter'}"
2703,"{'heading': '035', 'target': 'brown, purple, and yellow missile', 'tool': 'EMP'}","{'heading': '035', 'tool': 'emp', 'target': 'brown, purple, and yellow missile'}"
2704,"{'heading': '310', 'target': 'silver, black, and red fighter jet', 'tool': 'interceptor jets'}","{'heading': '310', 'tool': 'interceptor jets', 'target': 'silver, black, and red fighter jet'}"
2705,"{'heading': '150', 'target': 'black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '150', 'tool': 'surface - to - air missiles', 'target': 'black helicopter'}"
2706,"{'heading': '010', 'target': 'red commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '010', 'tool': 'interceptor jets', 'target': 'red commercial aircraft'}"
2707,"{'heading': '190', 'target': 'black and purple fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '190', 'tool': 'surface - to - air missiles', 'target': 'black and purple fighter plane'}"
2708,"{'heading': '240', 'target': 'purple, green, and red cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '240', 'tool': 'surface - to - air missiles', 'target': 'purple, green, and red cargo aircraft'}"
2709,"{'heading': '005', 'target': 'black, blue, and red light aircraft', 'tool': 'EMP'}","{'heading': '005', 'tool': 'emp', 'target': 'black, blue, and red light aircraft'}"
2710,"{'heading': '155', 'target': 'red and blue helicopter', 'tool': 'EMP'}","{'heading': '155', 'tool': 'emp', 'target': 'red and blue helicopter'}"
2711,"{'heading': '115', 'target': 'red and purple drone', 'tool': 'drone catcher'}","{'heading': '115', 'tool': 'drone catcher', 'target': 'red and purple drone'}"
2712,"{'heading': '045', 'target': 'orange, yellow, and black light aircraft', 'tool': 'EMP'}","{'heading': '045', 'tool': 'emp', 'target': 'orange, yellow, and black light aircraft'}"
2713,"{'heading': '020', 'target': 'orange and purple fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '020', 'tool': 'electromagnetic pulse', 'target': 'orange and purple fighter plane'}"
2714,"{'heading': '230', 'target': 'silver, purple, and yellow cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '230', 'tool': 'interceptor jets', 'target': 'silver, purple, and yellow cargo aircraft'}"
2715,"{'heading': '020', 'target': 'red, brown, and yellow fighter jet', 'tool': 'machine gun'}","{'heading': '020', 'tool': 'machine gun', 'target': 'red, brown, and yellow fighter jet'}"
2716,"{'heading': '355', 'target': 'brown, yellow, and green fighter jet', 'tool': 'machine gun'}","{'heading': '355', 'tool': 'machine gun', 'target': 'brown, yellow, and green fighter jet'}"
2717,"{'heading': '320', 'target': 'brown, purple, and black light aircraft', 'tool': 'machine gun'}","{'heading': '320', 'tool': 'machine gun', 'target': 'brown, purple, and black light aircraft'}"
2718,"{'heading': '035', 'target': 'black and white camouflage fighter plane', 'tool': 'EMP'}","{'heading': '035', 'tool': 'emp', 'target': 'black and white camouflage fighter plane'}"
2719,"{'heading': '295', 'target': 'silver, red, and purple missile', 'tool': 'EMP'}","{'heading': '295', 'tool': 'emp', 'target': 'silver, red, and purple missile'}"
2720,"{'heading': '195', 'target': 'orange and red camouflage missile', 'tool': 'electromagnetic pulse'}","{'heading': '195', 'tool': 'electromagnetic pulse', 'target': 'orange and red camouflage missile'}"
2721,"{'heading': '350', 'target': 'white missile', 'tool': 'EMP'}","{'heading': '350', 'tool': 'emp', 'target': 'white missile'}"
2722,"{'heading': '130', 'target': 'purple and blue helicopter', 'tool': 'EMP'}","{'heading': '130', 'tool': 'emp', 'target': 'purple and blue helicopter'}"
2723,"{'heading': '145', 'target': 'yellow and purple cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '145', 'tool': 'surface - to - air missiles', 'target': 'yellow and purple cargo aircraft'}"
